participant_id,Label,GrayVol,SurfArea,ThickAvg,ThickStd,MeanCurv,GausCurv,FoldInd,CurvInd
60000041,rh_fusiform,9963.0,2661.0,3.069,0.816,0.132,0.034,51.0,5.4
60000041,rh_inferiorparietal,15656.0,4369.0,2.654,0.86,0.131,0.032,94.0,8.1
60000041,rh_inferiortemporal,9976.0,2658.0,3.079,0.743,0.136,0.035,50.0,5.3
60000041,rh_isthmuscingulate,2851.0,737.0,2.795,1.063,0.129,0.035,16.0,1.1
60000041,rh_lateraloccipital,12827.0,4387.0,2.368,0.758,0.144,0.033,94.0,8.5
60000041,rh_lateralorbitofrontal,7706.0,2003.0,3.253,0.832,0.139,0.041,38.0,4.9
60000041,rh_lingual,7941.0,2854.0,2.389,0.677,0.167,0.046,69.0,8.2
60000041,rh_medialorbitofrontal,5626.0,1215.0,3.342,0.766,0.128,0.031,24.0,2.3
60000041,rh_middletemporal,13395.0,2951.0,3.462,0.738,0.134,0.032,58.0,5.3
60000041,rh_parahippocampal,1952.0,554.0,3.02,0.716,0.094,0.023,6.0,0.6
60000041,rh_paracentral,4368.0,1455.0,2.444,0.743,0.119,0.024,22.0,1.9
60000041,rh_parsopercularis,3775.0,1066.0,3.008,0.568,0.113,0.02,16.0,1.1
60000041,rh_parsorbitalis,2471.0,623.0,2.896,0.773,0.141,0.042,15.0,1.4
60000041,rh_parstriangularis,3571.0,1043.0,2.827,0.577,0.118,0.025,17.0,1.5
60000041,rh_pericalcarine,2540.0,1227.0,2.113,0.613,0.135,0.031,18.0,2.1
60000041,rh_postcentral,11091.0,3828.0,2.354,0.976,0.14,0.033,90.0,7.3
60000041,rh_posteriorcingulate,3368.0,951.0,2.889,0.833,0.142,0.039,23.0,2.3
60000041,rh_precentral,11641.0,4065.0,2.431,0.731,0.122,0.027,61.0,6.5
60000041,rh_precuneus,10671.0,3206.0,2.754,0.782,0.123,0.03,57.0,5.2
60000041,rh_rostralanteriorcingulate,1842.0,343.0,3.746,0.63,0.096,0.022,6.0,0.3
60000041,rh_rostralmiddlefrontal,15152.0,4439.0,2.616,0.784,0.142,0.038,99.0,10.1
60000041,rh_superiorfrontal,21106.0,5534.0,2.967,0.858,0.129,0.032,105.0,9.8
60000041,rh_superiorparietal,13900.0,4743.0,2.292,0.798,0.125,0.029,89.0,8.2
60000041,rh_superiortemporal,12757.0,3221.0,3.193,0.724,0.108,0.025,46.0,5.5
60000041,rh_supramarginal,11134.0,3029.0,2.8,0.75,0.133,0.034,67.0,6.4
60000041,rh_frontalpole,1721.0,295.0,3.429,0.774,0.188,0.057,9.0,1.0
60000041,rh_temporalpole,2240.0,424.0,3.437,0.792,0.154,0.046,15.0,1.1
60000041,rh_transversetemporal,1005.0,336.0,2.981,0.626,0.135,0.033,7.0,0.6
60000041,rh_insula,6419.0,1735.0,3.445,0.827,0.12,0.035,34.0,3.3
60000042,lh_bankssts,2981.0,949.0,3.352,0.451,0.101,0.017,7.0,1.0
60000042,lh_caudalanteriorcingulate,1343.0,486.0,2.69,0.789,0.116,0.023,11.0,0.6
60000042,lh_caudalmiddlefrontal,5646.0,2031.0,2.308,0.711,0.127,0.026,31.0,2.9
60000042,lh_cuneus,4045.0,1339.0,2.466,0.681,0.192,0.059,42.0,4.8
60000042,lh_entorhinal,1833.0,375.0,2.999,1.021,0.127,0.04,6.0,0.7
60000042,lh_fusiform,9831.0,2886.0,2.774,0.713,0.144,0.031,63.0,4.8
60000042,lh_inferiorparietal,16617.0,4727.0,2.847,0.857,0.144,0.033,103.0,9.3
60000042,lh_inferiortemporal,12696.0,3452.0,2.865,0.844,0.149,0.039,78.0,7.9
60000042,lh_isthmuscingulate,4281.0,1292.0,2.666,1.055,0.134,0.04,32.0,3.0
60000042,lh_lateraloccipital,12046.0,4549.0,2.234,0.687,0.163,0.038,114.0,10.7
60000042,lh_lateralorbitofrontal,9569.0,2423.0,3.399,0.835,0.136,0.037,46.0,4.8
60000042,lh_lingual,8603.0,2895.0,2.528,0.767,0.163,0.045,72.0,7.7
60000042,lh_medialorbitofrontal,5799.0,1876.0,2.516,0.818,0.122,0.036,30.0,3.3
60000042,lh_middletemporal,13235.0,2996.0,3.215,0.743,0.129,0.033,62.0,5.9
60000042,lh_parahippocampal,1603.0,596.0,2.352,0.549,0.082,0.012,6.0,0.4
60000042,lh_paracentral,3684.0,1296.0,2.352,0.701,0.129,0.027,21.0,1.9
60000042,lh_parsopercularis,5073.0,1493.0,2.856,0.655,0.126,0.029,32.0,2.8
60000042,lh_parsorbitalis,2870.0,623.0,2.96,0.888,0.156,0.04,16.0,1.6
60000042,lh_parstriangularis,4937.0,1303.0,2.926,0.677,0.121,0.028,28.0,1.7
60000042,lh_pericalcarine,2714.0,1357.0,2.024,0.623,0.134,0.036,22.0,2.5
60000042,lh_postcentral,11536.0,4497.0,2.165,0.791,0.145,0.044,282.0,10.0
60000042,lh_posteriorcingulate,3819.0,1243.0,2.564,0.938,0.147,0.039,34.0,2.7
60000042,lh_precentral,12070.0,4398.0,2.363,0.78,0.12,0.022,66.0,5.9
60000042,lh_precuneus,14344.0,4370.0,2.668,0.872,0.146,0.041,98.0,10.7
60000042,lh_rostralanteriorcingulate,3120.0,816.0,3.353,0.73,0.121,0.034,19.0,1.5
60000042,lh_rostralmiddlefrontal,18882.0,5468.0,2.564,0.787,0.148,0.044,137.0,15.7
60000042,lh_superiorfrontal,26893.0,7683.0,2.694,0.884,0.139,0.034,144.0,14.7
60000042,lh_superiorparietal,17827.0,6544.0,2.232,0.722,0.145,0.037,141.0,14.8
60000042,lh_superiortemporal,13172.0,3463.0,2.954,0.791,0.117,0.028,60.0,6.0
60000042,lh_supramarginal,14481.0,4217.0,2.836,0.771,0.146,0.036,102.0,9.4
60000042,lh_frontalpole,1836.0,282.0,3.966,0.505,0.193,0.073,10.0,1.1
60000042,lh_temporalpole,3038.0,508.0,3.684,0.711,0.142,0.041,11.0,0.9
60000042,lh_transversetemporal,1501.0,393.0,3.367,0.575,0.136,0.025,7.0,0.6
60000042,lh_insula,7319.0,2118.0,3.364,0.797,0.108,0.025,28.0,2.9
60000042,rh_bankssts,3078.0,980.0,3.06,0.566,0.115,0.017,12.0,1.0
60000042,rh_caudalanteriorcingulate,2182.0,633.0,2.684,0.83,0.118,0.022,10.0,0.8
60000042,rh_caudalmiddlefrontal,6633.0,2190.0,2.502,0.667,0.123,0.028,35.0,3.3
60000042,rh_cuneus,4666.0,1716.0,2.307,0.595,0.197,0.057,47.0,5.5
60000042,rh_entorhinal,1417.0,351.0,2.784,0.926,0.151,0.061,7.0,1.2
60000042,rh_fusiform,10466.0,2905.0,2.929,0.79,0.133,0.034,51.0,6.1
60000042,rh_inferiorparietal,19297.0,5355.0,2.742,0.875,0.144,0.036,138.0,11.8
60000042,rh_inferiortemporal,12330.0,3205.0,3.001,0.751,0.147,0.038,70.0,6.9
60000042,rh_isthmuscingulate,4081.0,1172.0,2.735,1.05,0.131,0.048,31.0,3.5
60000042,rh_lateraloccipital,12497.0,4525.0,2.293,0.644,0.157,0.041,98.0,10.2
60000042,rh_lateralorbitofrontal,8782.0,2690.0,2.801,0.833,0.157,0.051,60.0,7.7
60000042,rh_lingual,7885.0,2805.0,2.607,0.692,0.168,0.046,64.0,7.4
60000042,rh_medialorbitofrontal,7258.0,1911.0,2.851,0.868,0.142,0.044,44.0,5.1
60000042,rh_middletemporal,15442.0,3401.0,3.245,0.763,0.141,0.038,77.0,7.2
60000042,rh_parahippocampal,1605.0,598.0,2.477,0.55,0.09,0.015,6.0,0.5
60000042,rh_paracentral,3343.0,1261.0,2.284,0.58,0.13,0.025,19.0,2.1
60000042,rh_parsopercularis,4372.0,1334.0,2.87,0.66,0.125,0.028,23.0,2.3
60000042,rh_parsorbitalis,2987.0,664.0,3.224,0.913,0.154,0.039,15.0,1.5
60000042,rh_parstriangularis,5505.0,1348.0,3.218,0.689,0.135,0.031,26.0,2.3
60000042,rh_pericalcarine,2724.0,1643.0,1.819,0.509,0.151,0.037,28.0,3.6
60000042,rh_postcentral,12766.0,4637.0,2.29,0.796,0.134,0.029,91.0,8.3
60000042,rh_posteriorcingulate,4399.0,1365.0,2.647,1.191,0.136,0.031,29.0,2.2
60000042,rh_precentral,12665.0,4476.0,2.385,0.673,0.119,0.024,64.0,6.1
60000042,rh_precuneus,15217.0,5062.0,2.556,0.766,0.134,0.032,105.0,10.3
60000042,rh_rostralanteriorcingulate,2445.0,431.0,4.072,0.595,0.126,0.042,8.0,1.1
60000042,rh_rostralmiddlefrontal,20302.0,5582.0,2.834,0.713,0.15,0.043,146.0,13.8
60000042,rh_superiorfrontal,25645.0,7450.0,2.778,0.835,0.137,0.035,133.0,15.1
60000042,rh_superiorparietal,14623.0,5480.0,2.084,0.741,0.148,0.037,127.0,12.3
60000042,rh_superiortemporal,14047.0,3747.0,3.114,0.659,0.131,0.03,67.0,6.4
60000042,rh_supramarginal,12076.0,3256.0,3.029,0.646,0.135,0.029,68.0,5.3
60000042,rh_frontalpole,1927.0,282.0,4.186,0.583,0.22,0.087,13.0,1.2
60000042,rh_temporalpole,3078.0,474.0,3.627,0.815,0.169,0.055,11.0,1.6
60000042,rh_transversetemporal,1025.0,395.0,2.421,0.654,0.166,0.056,14.0,1.5
60000042,rh_insula,6768.0,1977.0,3.211,0.865,0.115,0.028,24.0,3.2
60000043,lh_bankssts,2609.0,980.0,2.789,0.458,0.094,0.017,8.0,0.9
60000043,lh_caudalanteriorcingulate,1670.0,491.0,2.739,0.826,0.135,0.023,10.0,0.7
60000043,lh_caudalmiddlefrontal,4817.0,1826.0,2.37,0.706,0.111,0.019,23.0,2.1
60000043,lh_cuneus,3661.0,1646.0,2.139,0.568,0.159,0.035,36.0,3.4
60000043,lh_entorhinal,1131.0,305.0,3.003,0.913,0.111,0.045,6.0,0.9
60000043,lh_fusiform,9214.0,2822.0,2.808,0.703,0.127,0.027,52.0,4.2
60000043,lh_inferiorparietal,16138.0,5155.0,2.656,0.644,0.13,0.028,96.0,8.5
60000043,lh_inferiortemporal,8185.0,2612.0,2.728,0.706,0.132,0.033,68.0,4.8
60000043,lh_isthmuscingulate,3467.0,1125.0,2.536,1.076,0.127,0.03,24.0,2.1
60000043,lh_lateraloccipital,12959.0,5145.0,2.243,0.604,0.141,0.031,100.0,9.4
60000043,lh_lateralorbitofrontal,8442.0,2256.0,3.173,0.893,0.132,0.033,40.0,4.3
60000043,lh_lingual,7410.0,3240.0,2.204,0.593,0.153,0.039,62.0,7.3
60000043,lh_medialorbitofrontal,4825.0,1554.0,2.672,0.826,0.144,0.045,35.0,3.8
60000043,lh_middletemporal,11298.0,2690.0,3.127,0.656,0.147,0.04,60.0,6.2
60000043,lh_parahippocampal,1980.0,600.0,2.801,0.553,0.083,0.022,5.0,0.6
60000043,lh_paracentral,3644.0,1376.0,2.449,0.645,0.104,0.02,12.0,1.7
60000043,lh_parsopercularis,4026.0,1318.0,2.699,0.554,0.109,0.021,18.0,1.7
60000043,lh_parsorbitalis,3040.0,690.0,3.005,0.698,0.157,0.036,15.0,1.5
60000043,lh_parstriangularis,5102.0,1368.0,2.873,0.649,0.131,0.031,22.0,2.3
60000043,lh_pericalcarine,1917.0,1338.0,1.655,0.415,0.118,0.026,16.0,2.2
60000043,lh_postcentral,8739.0,3860.0,1.995,0.649,0.111,0.021,59.0,4.9
60000043,lh_posteriorcingulate,4123.0,1135.0,3.089,0.996,0.12,0.023,18.0,1.4
60000043,lh_precentral,11947.0,4221.0,2.486,0.646,0.107,0.017,53.0,4.1
60000043,lh_precuneus,11274.0,3740.0,2.677,0.743,0.133,0.03,73.0,6.6
60000043,lh_rostralanteriorcingulate,2128.0,450.0,3.627,0.652,0.126,0.031,7.0,0.8
60000043,lh_rostralmiddlefrontal,12894.0,4628.0,2.292,0.68,0.135,0.035,112.0,10.3
60000043,lh_superiorfrontal,21140.0,6061.0,2.758,0.828,0.132,0.03,99.0,10.6
60000043,lh_superiorparietal,13645.0,5555.0,2.157,0.639,0.134,0.028,106.0,9.4
60000043,lh_superiortemporal,12986.0,3581.0,2.978,0.723,0.115,0.024,54.0,5.6
60000043,lh_supramarginal,11594.0,3491.0,2.753,0.734,0.139,0.032,76.0,6.7
60000043,lh_frontalpole,1352.0,240.0,3.632,0.511,0.182,0.08,9.0,1.1
60000043,lh_temporalpole,2878.0,342.0,4.214,0.812,0.144,0.053,7.0,1.1
60000043,lh_transversetemporal,1249.0,423.0,2.861,0.603,0.15,0.037,8.0,0.8
60000043,lh_insula,6728.0,1838.0,3.446,0.844,0.114,0.027,34.0,3.0
60000043,rh_bankssts,2559.0,828.0,3.189,0.659,0.101,0.016,9.0,0.8
60000043,rh_caudalanteriorcingulate,1971.0,598.0,2.591,0.858,0.123,0.021,11.0,0.7
60000043,rh_caudalmiddlefrontal,5987.0,2096.0,2.444,0.622,0.127,0.023,37.0,2.9
60000043,rh_cuneus,4107.0,1817.0,2.069,0.592,0.15,0.031,37.0,3.2
60000043,rh_entorhinal,1066.0,282.0,2.976,0.905,0.136,0.055,5.0,0.8
60000043,rh_fusiform,8208.0,2792.0,2.653,0.623,0.133,0.031,49.0,4.9
60000043,rh_inferiorparietal,17467.0,5448.0,2.588,0.747,0.131,0.029,99.0,9.9
60000043,rh_inferiortemporal,9518.0,2835.0,2.849,0.771,0.134,0.035,50.0,5.8
60000043,rh_isthmuscingulate,3089.0,944.0,2.757,1.101,0.129,0.03,20.0,1.4
60000043,rh_lateraloccipital,11485.0,4622.0,2.208,0.634,0.145,0.032,98.0,9.2
60000043,rh_lateralorbitofrontal,7338.0,2215.0,2.887,0.846,0.154,0.046,45.0,6.2
60000043,rh_lingual,7780.0,3167.0,2.308,0.68,0.143,0.038,61.0,7.1
60000043,rh_medialorbitofrontal,4971.0,1515.0,2.89,0.692,0.135,0.038,27.0,2.8
60000043,rh_middletemporal,12473.0,3039.0,3.233,0.675,0.126,0.028,63.0,4.9
60000043,rh_parahippocampal,1774.0,684.0,2.35,0.607,0.088,0.024,9.0,0.7
60000043,rh_paracentral,4570.0,1624.0,2.573,0.587,0.117,0.022,20.0,2.2
60000043,rh_parsopercularis,3889.0,1203.0,2.826,0.567,0.104,0.019,15.0,1.3
60000043,rh_parsorbitalis,2544.0,719.0,2.709,0.817,0.154,0.04,16.0,1.7
60000043,rh_parstriangularis,5058.0,1336.0,3.172,0.744,0.116,0.025,18.0,1.9
60000043,rh_pericalcarine,2537.0,1708.0,1.748,0.458,0.141,0.035,29.0,3.8
60000043,rh_postcentral,7929.0,3393.0,2.105,0.67,0.11,0.022,47.0,4.5
60000043,rh_posteriorcingulate,4225.0,1269.0,2.896,0.903,0.126,0.025,22.0,2.0
60000043,rh_precentral,11873.0,4073.0,2.565,0.67,0.108,0.018,51.0,4.2
60000043,rh_precuneus,11312.0,4140.0,2.419,0.731,0.132,0.028,69.0,7.3
60000043,rh_rostralanteriorcingulate,1843.0,403.0,3.612,0.909,0.135,0.04,9.0,0.9
60000043,rh_rostralmiddlefrontal,15194.0,5003.0,2.419,0.698,0.145,0.037,114.0,11.4
60000043,rh_superiorfrontal,20194.0,5852.0,2.911,0.854,0.128,0.03,91.0,9.8
60000043,rh_superiorparietal,14622.0,5593.0,2.198,0.624,0.136,0.03,113.0,9.7
60000043,rh_superiortemporal,11757.0,3126.0,3.107,0.679,0.116,0.026,71.0,4.6
60000043,rh_supramarginal,11713.0,3374.0,2.959,0.776,0.133,0.029,67.0,6.2
60000043,rh_frontalpole,1261.0,328.0,2.775,0.889,0.177,0.065,10.0,1.6
60000043,rh_temporalpole,2599.0,354.0,4.535,0.463,0.149,0.043,6.0,0.9
60000043,rh_transversetemporal,1094.0,302.0,3.015,0.819,0.12,0.051,13.0,1.4
60000043,rh_insula,6470.0,1999.0,3.118,0.815,0.129,0.037,35.0,4.2
60000044,lh_bankssts,2663.0,790.0,3.004,0.473,0.1,0.016,10.0,0.6
60000044,lh_caudalanteriorcingulate,2440.0,578.0,3.654,0.53,0.125,0.025,10.0,1.0
60000044,lh_caudalmiddlefrontal,6796.0,2162.0,2.607,0.754,0.121,0.024,31.0,3.3
60000044,lh_cuneus,3359.0,1284.0,2.363,0.642,0.163,0.037,26.0,2.8
60000044,lh_entorhinal,1861.0,360.0,3.527,0.902,0.135,0.041,6.0,0.8
60000044,lh_fusiform,8205.0,2333.0,2.953,0.74,0.138,0.033,41.0,4.5
60000044,lh_inferiorparietal,14643.0,3727.0,3.039,0.804,0.123,0.027,60.0,6.5
60000044,lh_inferiortemporal,10625.0,2347.0,3.39,0.831,0.141,0.036,47.0,5.1
60000044,lh_isthmuscingulate,2868.0,894.0,2.469,1.164,0.122,0.032,19.0,1.4
60000044,lh_lateraloccipital,13062.0,4235.0,2.536,0.776,0.159,0.038,105.0,10.0
60000044,lh_lateralorbitofrontal,9139.0,2073.0,3.541,0.824,0.131,0.034,33.0,4.5
60000044,lh_lingual,6422.0,2444.0,2.396,0.683,0.155,0.04,55.0,6.0
60000044,lh_medialorbitofrontal,5668.0,1524.0,3.019,0.901,0.139,0.039,29.0,3.5
60000044,lh_middletemporal,11281.0,2381.0,3.492,0.783,0.136,0.032,50.0,4.5
60000044,lh_parahippocampal,2302.0,581.0,3.092,1.061,0.119,0.04,18.0,1.7
60000044,lh_paracentral,4495.0,1420.0,2.751,0.835,0.118,0.024,18.0,1.9
60000044,lh_parsopercularis,4977.0,1239.0,3.201,0.577,0.125,0.028,20.0,2.2
60000044,lh_parsorbitalis,2830.0,455.0,3.902,0.777,0.134,0.029,9.0,0.7
60000044,lh_parstriangularis,3613.0,898.0,3.285,0.591,0.116,0.02,12.0,1.0
60000044,lh_pericalcarine,1912.0,1103.0,1.933,0.488,0.148,0.035,20.0,2.5
60000044,lh_postcentral,10452.0,3763.0,2.34,0.867,0.121,0.024,68.0,6.2
60000044,lh_posteriorcingulate,4611.0,1169.0,3.385,0.75,0.133,0.028,23.0,1.9
60000044,lh_precentral,14502.0,4359.0,2.883,0.768,0.117,0.022,59.0,5.3
60000044,lh_precuneus,12203.0,3406.0,2.997,0.797,0.127,0.029,57.0,6.0
60000044,lh_rostralanteriorcingulate,3609.0,752.0,3.306,0.674,0.15,0.05,23.0,2.5
60000044,lh_rostralmiddlefrontal,17480.0,4360.0,3.027,0.793,0.141,0.035,101.0,9.2
60000044,lh_superiorfrontal,24475.0,6126.0,3.061,0.867,0.132,0.038,147.0,14.3
60000044,lh_superiorparietal,16720.0,5354.0,2.47,0.759,0.132,0.028,102.0,8.9
60000044,lh_superiortemporal,14947.0,3585.0,3.384,0.766,0.118,0.025,62.0,5.3
60000044,lh_supramarginal,14258.0,3965.0,3.021,0.791,0.133,0.028,78.0,6.8
60000044,lh_frontalpole,1664.0,224.0,4.04,0.582,0.159,0.039,5.0,0.5
60000044,lh_temporalpole,3328.0,441.0,4.146,0.523,0.16,0.046,10.0,1.3
60000044,lh_transversetemporal,1911.0,464.0,3.466,0.701,0.144,0.028,13.0,0.7
60000044,lh_insula,6688.0,1786.0,3.57,0.834,0.1,0.027,16.0,2.8
60000044,rh_bankssts,2065.0,631.0,3.044,0.491,0.087,0.012,7.0,0.5
60000044,rh_caudalanteriorcingulate,1732.0,480.0,2.981,0.88,0.12,0.02,11.0,0.6
60000044,rh_caudalmiddlefrontal,6556.0,2001.0,2.515,0.775,0.129,0.027,36.0,3.2
60000044,rh_cuneus,3926.0,1483.0,2.303,0.564,0.138,0.032,29.0,2.7
60000044,rh_entorhinal,1944.0,334.0,3.755,0.773,0.127,0.032,5.0,0.6
60000044,rh_fusiform,8963.0,2515.0,2.947,0.71,0.142,0.034,51.0,5.6
60000044,rh_inferiorparietal,16422.0,4485.0,2.785,0.78,0.136,0.031,100.0,8.2
60000044,rh_inferiortemporal,10906.0,2636.0,3.258,0.78,0.132,0.034,51.0,5.0
60000044,rh_isthmuscingulate,3082.0,910.0,2.561,1.099,0.114,0.028,16.0,1.4
60000044,rh_lateraloccipital,12628.0,3813.0,2.516,0.839,0.158,0.039,87.0,8.4
60000044,rh_lateralorbitofrontal,8025.0,2215.0,3.191,0.908,0.138,0.037,37.0,4.7
60000044,rh_lingual,6130.0,2257.0,2.532,0.913,0.151,0.039,42.0,5.8
60000044,rh_medialorbitofrontal,7671.0,1877.0,3.259,0.824,0.148,0.036,36.0,3.8
60000044,rh_middletemporal,12442.0,2722.0,3.321,0.725,0.127,0.028,52.0,4.4
60000044,rh_parahippocampal,1867.0,481.0,3.285,0.746,0.099,0.018,4.0,0.5
60000044,rh_paracentral,4000.0,1339.0,2.567,0.681,0.114,0.02,17.0,1.6
60000044,rh_parsopercularis,4898.0,1223.0,3.305,0.639,0.119,0.026,21.0,1.9
60000044,rh_parsorbitalis,3528.0,538.0,4.186,0.758,0.15,0.044,10.0,1.4
60000044,rh_parstriangularis,5172.0,1179.0,3.318,0.708,0.116,0.027,19.0,1.7
60000044,rh_pericalcarine,2097.0,1099.0,2.065,0.484,0.159,0.043,23.0,3.0
60000044,rh_postcentral,12044.0,4212.0,2.383,0.894,0.117,0.022,66.0,5.8
60000044,rh_posteriorcingulate,4036.0,1087.0,3.018,0.925,0.131,0.026,19.0,1.7
60000044,rh_precentral,12503.0,4110.0,2.593,0.774,0.12,0.023,60.0,5.5
60000044,rh_precuneus,11586.0,3667.0,2.739,0.855,0.117,0.025,54.0,5.9
60000044,rh_rostralanteriorcingulate,2569.0,484.0,3.668,0.81,0.13,0.032,11.0,0.9
60000044,rh_rostralmiddlefrontal,17539.0,4751.0,2.876,0.724,0.137,0.035,99.0,10.2
60000044,rh_superiorfrontal,24653.0,6019.0,3.081,0.975,0.134,0.032,97.0,11.0
60000044,rh_superiorparietal,14935.0,5160.0,2.305,0.696,0.132,0.028,117.0,9.1
60000044,rh_superiortemporal,15255.0,3614.0,3.368,0.753,0.115,0.023,63.0,5.1
60000044,rh_supramarginal,12864.0,3500.0,3.035,0.751,0.122,0.024,68.0,5.0
60000044,rh_frontalpole,2005.0,313.0,3.541,0.722,0.174,0.053,8.0,0.8
60000044,rh_temporalpole,3732.0,513.0,4.033,0.943,0.165,0.047,11.0,1.4
60000044,rh_transversetemporal,1285.0,322.0,3.515,0.726,0.137,0.023,5.0,0.4
60000044,rh_insula,6993.0,1972.0,3.448,0.774,0.114,0.031,29.0,3.8
60000045,lh_bankssts,2146.0,717.0,3.157,0.458,0.114,0.02,10.0,0.9
60000045,lh_caudalanteriorcingulate,1191.0,450.0,2.904,0.432,0.1,0.014,5.0,0.4
60000045,lh_caudalmiddlefrontal,5048.0,1782.0,2.531,0.664,0.122,0.025,30.0,2.8
60000045,lh_cuneus,2825.0,1220.0,2.049,0.473,0.176,0.043,34.0,3.1
60000045,lh_entorhinal,1850.0,312.0,3.652,0.814,0.123,0.032,5.0,0.7
60000045,lh_fusiform,8992.0,2395.0,3.05,0.716,0.129,0.03,40.0,4.3
60000045,lh_inferiorparietal,11486.0,3590.0,2.635,0.768,0.141,0.036,83.0,8.0
60000045,lh_inferiortemporal,8671.0,2143.0,3.115,0.746,0.155,0.041,51.0,5.3
60000045,lh_isthmuscingulate,3122.0,940.0,2.721,0.994,0.121,0.034,19.0,1.6
60000045,lh_lateraloccipital,11790.0,4234.0,2.244,0.667,0.158,0.043,114.0,11.0
60000045,lh_lateralorbitofrontal,8058.0,1998.0,3.337,0.727,0.139,0.043,36.0,4.6
60000045,lh_lingual,7100.0,2698.0,2.417,0.642,0.147,0.033,52.0,5.2
60000045,lh_medialorbitofrontal,4798.0,1656.0,2.595,0.863,0.132,0.043,36.0,3.6
60000045,lh_middletemporal,10341.0,2215.0,3.363,0.733,0.164,0.049,65.0,6.8
60000045,lh_parahippocampal,1937.0,509.0,3.356,0.679,0.115,0.027,6.0,0.6
60000045,lh_paracentral,3414.0,1209.0,2.49,0.59,0.129,0.027,22.0,1.6
60000045,lh_parsopercularis,5190.0,1397.0,3.159,0.537,0.133,0.028,25.0,2.2
60000045,lh_parsorbitalis,3393.0,507.0,4.049,0.671,0.169,0.048,16.0,1.4
60000045,lh_parstriangularis,3565.0,951.0,3.099,0.609,0.115,0.028,15.0,1.5
60000045,lh_pericalcarine,1739.0,1002.0,2.006,0.566,0.139,0.032,15.0,2.0
60000045,lh_postcentral,9356.0,3706.0,2.143,0.695,0.127,0.028,77.0,6.5
60000045,lh_posteriorcingulate,2861.0,859.0,2.984,0.708,0.131,0.027,19.0,1.3
60000045,lh_precentral,12643.0,4224.0,2.635,0.721,0.127,0.023,70.0,6.0
60000045,lh_precuneus,10700.0,3385.0,2.735,0.815,0.139,0.036,74.0,7.7
60000045,lh_rostralanteriorcingulate,2475.0,667.0,3.093,0.843,0.119,0.038,19.0,1.5
60000045,lh_rostralmiddlefrontal,15760.0,4390.0,2.926,0.619,0.151,0.047,118.0,12.3
60000045,lh_superiorfrontal,21331.0,5545.0,3.048,0.735,0.144,0.036,107.0,11.3
60000045,lh_superiorparietal,12097.0,4799.0,2.045,0.606,0.143,0.037,127.0,11.2
60000045,lh_superiortemporal,11795.0,3229.0,2.963,0.699,0.127,0.026,64.0,5.2
60000045,lh_supramarginal,12075.0,3520.0,2.925,0.686,0.139,0.028,82.0,6.1
60000045,lh_frontalpole,1304.0,229.0,3.337,0.673,0.198,0.085,12.0,1.4
60000045,lh_temporalpole,3063.0,408.0,4.3,0.717,0.186,0.067,13.0,1.6
60000045,lh_transversetemporal,1487.0,439.0,2.925,0.613,0.146,0.033,12.0,0.9
60000045,lh_insula,6581.0,1793.0,3.56,0.816,0.114,0.028,25.0,2.8
60000045,rh_bankssts,2319.0,711.0,3.347,0.628,0.118,0.024,8.0,0.8
60000045,rh_caudalanteriorcingulate,1723.0,429.0,3.215,0.823,0.125,0.021,10.0,0.6
60000045,rh_caudalmiddlefrontal,4305.0,1530.0,2.547,0.561,0.131,0.039,38.0,3.0
60000045,rh_cuneus,3307.0,1420.0,2.052,0.552,0.168,0.041,41.0,3.7
60000045,rh_entorhinal,1755.0,264.0,3.806,0.904,0.127,0.052,4.0,0.6
60000045,rh_fusiform,8757.0,2353.0,3.052,0.798,0.145,0.036,44.0,5.4
60000045,rh_inferiorparietal,16317.0,4502.0,2.762,0.789,0.132,0.033,96.0,9.0
60000045,rh_inferiortemporal,8796.0,2228.0,3.062,0.758,0.145,0.037,50.0,4.9
60000045,rh_isthmuscingulate,3203.0,850.0,2.855,0.853,0.13,0.031,19.0,1.4
60000045,rh_lateraloccipital,11665.0,4222.0,2.24,0.654,0.161,0.041,110.0,10.8
60000045,rh_lateralorbitofrontal,7252.0,2192.0,2.873,1.08,0.15,0.05,48.0,6.2
60000045,rh_lingual,8471.0,3171.0,2.399,0.601,0.155,0.042,67.0,7.8
60000045,rh_medialorbitofrontal,5234.0,1658.0,2.678,0.886,0.14,0.049,39.0,5.1
60000045,rh_middletemporal,11029.0,2499.0,3.379,0.675,0.13,0.037,52.0,5.6
60000045,rh_parahippocampal,1726.0,500.0,2.97,0.633,0.119,0.031,21.0,0.6
60000045,rh_paracentral,3400.0,1203.0,2.555,0.539,0.123,0.024,19.0,1.7
60000045,rh_parsopercularis,4192.0,1224.0,3.051,0.489,0.134,0.03,24.0,2.4
60000045,rh_parsorbitalis,2968.0,647.0,3.64,0.787,0.164,0.057,15.0,2.3
60000045,rh_parstriangularis,5185.0,1383.0,3.1,0.683,0.137,0.033,31.0,2.7
60000045,rh_pericalcarine,1969.0,1167.0,1.895,0.53,0.132,0.035,21.0,2.4
60000045,rh_postcentral,8678.0,3366.0,2.21,0.79,0.122,0.026,64.0,5.2
60000045,rh_posteriorcingulate,3134.0,907.0,2.835,0.914,0.142,0.032,18.0,1.7
60000045,rh_precentral,12288.0,4219.0,2.525,0.742,0.114,0.022,59.0,5.2
